종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
85660,차바이오텍,KOSDAQ,벤처기업부,13110,-150,-1.13,13410,13470,13110,150318,1989615930,7.37678E+11,56268318
261780,차백신연구소,KOSDAQ,기술성장기업부,4910,-260,-5.03,5160,5210,4890,432976,2168078305,1.3098E+11,26676162
9310,참엔지니어링,KOSPI,,581,-27,-4.44,608,610,579,234886,138397480,34201970439,58867419
94850,참좋은여행,KOSDAQ,중견기업부,8680,-180,-2.03,8800,8940,8680,33116,289502020,1.2152E+11,14000000
4650,창해에탄올,KOSDAQ,우량기업부,10230,-60,-0.58,10320,10340,10210,8606,88455220,94022753550,9190885
278280,천보,KOSDAQ GLOBAL,우량기업부,162400,-4800,-2.87,167300,168100,160200,162262,26379169500,1.624E+12,10000000
650,천일고속,KOSPI,,49200,-100,-0.2,48950,49200,48500,40,1949650,70317624000,1429220
362320,청담글로벌,KOSDAQ,벤처기업부,6850,-110,-1.58,6950,7120,6720,112994,771123880,1.40776E+11,20551290
12600,청호ICT,KOSPI,,2490,0,0,0,0,0,0,0,75075987510,30150999
66360,체리부로,KOSDAQ,중견기업부,1702,9,0.53,1693,1778,1654,181114,306264652,80225594544,47136072
33250,체시스,KOSPI,,882,-18,-2,900,903,882,118746,105448107,28224000000,32000000
47820,초록뱀미디어,KOSDAQ,중견기업부,5400,0,0,0,0,0,0,0,1.17249E+11,21712702
131100,초록뱀이앤엠,KOSDAQ,중견기업부,2050,-30,-1.44,2070,2070,2025,40820,83190695,57498916600,28048252
52300,초록뱀컴퍼니,KOSDAQ,중견기업부,335,-4,-1.18,339,343,330,195096,65176818,39748229050,118651430
94360,칩스앤미디어,KOSDAQ,벤처기업부,35900,-1250,-3.36,37550,38100,35550,271138,9896986200,3.46087E+11,9640315
16790,카나리아바이오,KOSDAQ,중견기업부,5450,-50,-0.91,5550,5700,5360,1476011,8151829860,3.13909E+11,57597935
16920,카스,KOSDAQ,중견기업부,1400,-25,-1.75,1425,1430,1370,73603,103252025,37090953200,26493538
284620,카이노스메드,KOSDAQ,기술성장기업부,3965,-290,-6.82,4260,4290,3965,148719,604600785,1.10712E+11,27922396
446600,카이바이오텍,KONEX,일반기업부,23000,0,0,0,0,0,0,0,22569463000,981281
35720,카카오,KOSPI,,51800,-900,-1.71,53500,53600,51800,1507543,78813435700,2.30128E+13,444263290
293490,카카오게임즈,KOSDAQ GLOBAL,우량기업부,30400,-1200,-3.8,31800,32000,30200,504248,15479186700,2.50788E+12,82495932
323410,카카오뱅크,KOSPI,,28300,-450,-1.57,28950,29550,28100,1798001,51624392350,1.34925E+13,476767137
377300,카카오페이,KOSPI,,46900,-1500,-3.1,48700,49550,46650,283393,13472387000,6.28685E+12,134047944
42000,카페24,KOSDAQ,기술성장기업부,11770,-370,-3.05,12190,12270,11690,98136,1161996430,2.64792E+11,22497198
6380,카프로,KOSPI,,1459,336,29.92,1292,1459,1282,4758425,6635066882,58360000000,40000000
317530,캐리소프트,KOSDAQ,기술성장기업부,5440,-50,-0.91,5490,5720,5360,29181,158816190,37868906240,6961196
71850,캐스텍코리아,KOSDAQ,중견기업부,2070,-10,-0.48,2035,2080,1991,76741,155295054,34298219160,16569188
50110,캠시스,KOSDAQ,중견기업부,1587,-3,-0.19,1590,1615,1582,520869,829828560,1.17159E+11,73824118
119860,커넥트웨이브,KOSDAQ,우량기업부,11080,-70,-0.63,11350,11350,10970,34308,380595270,5.17959E+11,46747183
223310,커머스마이너,KOSDAQ,중견기업부,1922,-48,-2.44,1930,2005,1911,106054,207863182,30233773062,15730371
109070,컨버즈,KOSPI,,4100,0,0,0,0,0,0,0,1.50922E+11,36810230
900310,컬러레이,KOSDAQ,외국기업(소속부없음),1183,-52,-4.21,1235,1243,1166,726295,867424530,75761301525,64041675
78340,컴투스,KOSDAQ,우량기업부,51300,-1000,-1.91,52800,52800,51300,58349,3026646000,6.60047E+11,12866420
63080,컴투스홀딩스,KOSDAQ,중견기업부,32200,-800,-2.42,32850,33100,31900,26262,844919250,2.12365E+11,6595192
307930,컴퍼니케이,KOSDAQ,중견기업부,5970,-110,-1.81,5990,6140,5830,275836,1646041560,93191700000,15610000
79190,케스피온,KOSDAQ,벤처기업부,953,-30,-3.05,983,992,905,250317,240164094,36552804842,38355514
263700,케어랩스,KOSDAQ,중견기업부,5260,-110,-2.05,5350,5390,5200,30447,161047140,1.02119E+11,19414200
214370,케어젠,KOSDAQ,벤처기업부,196400,-900,-0.46,199200,201000,195100,44349,8757767200,2.10993E+12,10743000
221980,케이디켐,KOSDAQ,우량기업부,13060,-110,-0.84,13120,13280,12910,8562,111907840,52694488000,4034800
38530,케이바이오,KOSDAQ,중견기업부,373,-6,-1.58,379,384,369,542407,203006808,43161451431,115714347
1620,케이비아이동국실업,KOSPI,,584,-22,-3.63,606,616,575,463186,274240628,64995130104,111293031
424140,케이비제21호스팩,KOSDAQ,SPAC(소속부없음),2060,5,0.24,2070,2070,2045,10222,21016095,15882600000,7710000
436530,케이비제22호스팩,KOSDAQ,SPAC(소속부없음),2170,0,0,0,0,0,0,0,11327400000,5220000
440200,케이비제23호스팩,KOSDAQ,SPAC(소속부없음),1991,3,0.15,1982,1998,1982,55108,109853619,12194875000,6125000
192250,케이사인,KOSDAQ,벤처기업부,1540,10,0.65,1534,1558,1518,728743,1117838650,1.08834E+11,70671257
29460,케이씨,KOSPI,,18570,0,0,18450,18700,18210,16603,306058880,2.51699E+11,13554044
115500,케이씨에스,KOSDAQ,중견기업부,7720,390,5.32,7250,8750,7160,3815581,30866420620,92640000000,12000000
281820,케이씨텍,KOSPI,,21650,750,3.59,20750,22100,20750,86997,1857553550,4.51653E+11,20861556
89150,케이씨티,KOSDAQ,중견기업부,2800,-90,-3.11,2885,2910,2785,58206,164264075,48020000000,17150000
25880,케이씨피드,KOSDAQ,중견기업부,2550,-85,-3.23,2635,2635,2540,114610,294465810,42625437900,16715858
93320,케이아이엔엑스,KOSDAQ,우량기업부,69900,1000,1.45,69500,71200,67700,53798,3744847100,3.41112E+11,4880000
93640,케이알엠,KOSDAQ,벤처기업부,8000,-100,-1.23,8090,8110,7950,118259,945861670,2.33707E+11,29213382
73010,케이에스피,KOSDAQ,중견기업부,3280,180,5.81,3065,3320,3025,728018,2325161965,1.18711E+11,36192257
105330,케이엔더블유,KOSDAQ,벤처기업부,10510,-290,-2.69,10820,10960,10500,25481,271546740,1.27543E+11,12135382
53080,케이엔솔,KOSDAQ,우량기업부,23300,150,0.65,22300,23800,21500,353733,7921773950,3.02896E+11,12999807
272110,케이엔제이,KOSDAQ,우량기업부,20650,-250,-1.2,21100,21200,20300,51241,1057659650,1.64072E+11,7945395
39420,케이엘넷,KOSDAQ,중견기업부,2450,-50,-2,2490,2510,2440,64546,159147145,59179088500,24154730
83550,케이엠,KOSDAQ,우량기업부,5340,-10,-0.19,5350,5350,5210,12146,64260060,62866159260,11772689
32500,케이엠더블유,KOSDAQ,중견기업부,11600,-320,-2.68,12050,12050,11500,109351,1274577340,4.61922E+11,39820883
225430,케이엠제약,KOSDAQ,벤처기업부,1119,4,0.36,1115,1134,1112,55968,62604841,31205608950,27887050
102370,케이옥션,KOSDAQ,기술성장기업부,4330,-10,-0.23,4285,4400,4265,33202,143506710,1.17664E+11,27174135
381970,케이카,KOSPI,,11880,-320,-2.62,12260,12270,11880,176681,2119274010,5.71268E+11,48086533
145270,케이탑리츠,KOSPI,,1005,-3,-0.3,1001,1007,997,16121,16152555,48301077870,48060774
36030,케이티알파,KOSDAQ,중견기업부,5900,-30,-0.51,5910,5950,5730,72242,420535210,2.89214E+11,49019283
64820,케이프,KOSDAQ,우량기업부,4520,-30,-0.66,4510,4640,4485,53527,244219320,1.39676E+11,30901728
256940,케이피에스,KOSDAQ,벤처기업부,8880,-270,-2.95,9150,9150,8850,39487,353244780,1.66488E+11,18748658
24880,케이피에프,KOSDAQ,우량기업부,5080,-30,-0.59,5180,5180,5040,52214,264886460,1.05069E+11,20682798
42040,케이피엠테크,KOSDAQ,중견기업부,390,-8,-2.01,398,403,389,743440,291901159,67618136430,173379837
54410,케이피티유,KOSDAQ,벤처기업부,5590,0,0,5590,5650,5530,35027,194916570,28285400000,5060000
258610,케일럼,KOSDAQ,벤처기업부,3150,35,1.12,3125,3160,3040,46384,142116375,84379468950,26787133
274090,켄코아에어로스페이스,KOSDAQ,기술성장기업부,13130,-190,-1.43,13320,13400,12800,53217,698475630,1.67859E+11,12784405
402420,켈스,KONEX,일반기업부,11490,0,0,11000,11490,11000,50,554900,25582944600,2226540
89010,켐트로닉스,KOSDAQ,우량기업부,22250,-900,-3.89,23450,23450,22250,136425,3071673800,3.37481E+11,15167680
220260,켐트로스,KOSDAQ,벤처기업부,7300,-110,-1.48,7380,7570,7250,187292,1376539080,1.93876E+11,26558307
176590,코나솔,KONEX,일반기업부,9000,-50,-0.55,8920,9050,8900,1597,14262210,52409997000,5823333
52400,코나아이,KOSDAQ,우량기업부,16150,-330,-2,16510,16700,16070,29081,474572540,2.4225E+11,14999999
402030,코난테크놀로지,KOSDAQ,기술성장기업부,88500,-2100,-2.32,93600,96900,85400,387608,35107654300,5.02719E+11,5680444
391710,코닉오토메이션,KOSDAQ,중견기업부,3100,-80,-2.52,3180,3300,3100,217049,688765605,1.2866E+11,41503222
46070,코다코,KOSDAQ,관리종목(소속부없음),830,-16,-1.89,859,882,818,237383,200850114,35362653810,42605607
47770,코데즈컴바인,KOSDAQ,중견기업부,1955,-50,-2.49,2000,2010,1945,156832,308530408,73982286910,37842602
78940,코드네이처,KOSDAQ,투자주의환기종목(소속부없음),3350,-275,-7.59,3625,3625,3210,693821,2324605650,1.52792E+11,45609680
80530,코디,KOSDAQ,벤처기업부,1484,-9,-0.6,1493,1510,1423,182795,266843971,46959310160,31643740
417310,코람코더원리츠,KOSPI,,4535,-55,-1.2,4600,4600,4525,52339,237437780,1.83214E+11,40400000
357120,코람코에너지리츠,KOSPI,,5490,70,1.29,5420,5490,5370,20905,113741740,4.86054E+11,88534474
104540,코렌텍,KOSDAQ,기술성장기업부,12220,-260,-2.08,12450,12480,12110,52998,650732530,1.55895E+11,12757370
27050,코리아나,KOSDAQ,중견기업부,2670,-15,-0.56,2675,2720,2625,94196,250049565,1.068E+11,40000000
7815,코리아써우,KOSPI,,6440,10,0.16,6360,6500,6360,1224,7833590,19092603600,2964690
7810,코리아써키트,KOSPI,,17050,-290,-1.67,17440,17630,16930,236717,4072144340,4.02734E+11,23620751
00781K,코리아써키트2우B,KOSPI,,7700,170,2.26,7530,7700,7400,1043,7801900,6034482300,783699
190650,코리아에셋투자증권,KOSDAQ,우량기업부,6110,30,0.49,6080,6280,5990,5829,35343120,39030680000,6388000
123410,코리아에프티,KOSDAQ,우량기업부,3355,15,0.45,3340,3375,3280,189883,630943305,93406769720,27841064
3690,코리안리,KOSPI,,7160,-30,-0.42,7180,7200,7110,171234,1226996670,1.00829E+12,140822939
36690,코맥스,KOSDAQ,중견기업부,3250,10,0.31,3250,3315,3205,164889,535506100,51691048500,15904938
49430,코메론,KOSDAQ,우량기업부,8980,40,0.45,8880,8990,8880,13381,119400270,81251040000,9048000
183300,코미코,KOSDAQ GLOBAL,우량기업부,56700,-1700,-2.91,58800,58800,56300,50799,2898654700,5.93121E+11,10460684
41960,코미팜,KOSDAQ,벤처기업부,6010,-100,-1.64,6180,6300,5970,83163,502446190,3.85757E+11,64185876
89890,코세스,KOSDAQ,우량기업부,10720,-370,-3.34,11010,11230,10660,278506,3006427950,1.77791E+11,16584962
9730,코센,KOSDAQ,중견기업부,5140,50,0.98,5120,5200,5050,150581,769628210,1.56823E+11,30510359
189350,코셋,KONEX,일반기업부,1805,50,2.85,1805,1805,1805,1,1805,8664000000,4800000
82660,코스나인,KOSDAQ,중견기업부,1636,14,0.86,1623,1678,1541,4777046,7757578879,1.37302E+11,83925453
192820,코스맥스,KOSPI,,106000,-1000,-0.93,107500,107900,105100,63623,6765608900,1.20305E+12,11349509
44820,코스맥스비티아이,KOSPI,,9600,-20,-0.21,9580,9650,9520,6699,64386750,92197641600,9603921
222040,코스맥스엔비티,KOSDAQ,중견기업부,4885,-30,-0.61,4975,4975,4715,83482,399564575,1.00768E+11,20628000
241710,코스메카코리아,KOSDAQ,우량기업부,31300,-200,-0.63,31100,32050,29600,528967,16292244650,3.34284E+11,10680000
5070,코스모신소재,KOSPI,,161900,4100,2.6,156800,162500,153100,382684,59922830900,4.96236E+12,30650756
5420,코스모화학,KOSPI,,47050,-250,-0.53,47300,47950,46400,626019,29425913250,1.64714E+12,35008228
69110,코스온,KOSDAQ,투자주의환기종목(소속부없음),2630,0,0,0,0,0,0,0,62963935800,23940660
355150,코스텍시스,KOSDAQ,벤처기업부,3340,-65,-1.91,3455,3525,3225,1841305,6268831855,1.2247E+11,36667807
169670,코스텍시스템,KONEX,일반기업부,11420,-130,-1.13,11300,11900,10780,10958,121682400,32757139420,2868401
71950,코아스,KOSPI,,699,-19,-2.65,718,726,692,215983,152593546,21604139790,30907210
166480,코아스템켐온,KOSDAQ,기술성장기업부,6870,-260,-3.65,7140,7160,6870,37715,263869240,2.25819E+11,32870376
45970,코아시아,KOSDAQ,중견기업부,8890,420,4.96,8510,9480,8510,1150960,10400389180,2.33939E+11,26314876
196450,코아시아씨엠,KOSDAQ,중견기업부,1698,-16,-0.93,1714,1734,1682,68747,117262334,76952650236,45319582
29960,코엔텍,KOSDAQ,우량기업부,7450,40,0.54,7460,7530,7360,283223,2104590370,3.725E+11,50000000
2020,코오롱,KOSPI,,17820,40,0.22,17780,17880,17710,15845,281653380,2.25003E+11,12626426
3070,코오롱글로벌,KOSPI,,12030,-120,-0.99,12030,12270,11990,41830,505266490,2.27761E+11,18932713
3075,코오롱글로벌우,KOSPI,,17800,-370,-2.04,17860,18080,17790,2951,52760540,13185118600,740737
450140,코오롱모빌리티그룹,KOSPI,,3690,-115,-3.02,3805,3820,3670,215631,801591775,2.31648E+11,62777250
45014K,코오롱모빌리티그룹우,KOSPI,,7300,160,2.24,7130,7300,7070,6519,46785470,17929676000,2456120
102940,코오롱생명과학,KOSDAQ,중견기업부,27300,-500,-1.8,27600,28100,27250,6095,168281950,3.11557E+11,11412356
2025,코오롱우,KOSPI,,13640,-70,-0.51,13600,13800,13550,1036,14073090,14681959600,1076390
120110,코오롱인더,KOSPI,,51900,1950,3.9,50400,54300,50300,1154870,60476251200,1.42824E+12,27519091
120115,코오롱인더우,KOSPI,,26200,500,1.95,25700,27000,25700,10879,288421400,72517932000,2767860
950160,코오롱티슈진,KOSDAQ,관리종목(소속부없음),9190,90,0.99,9000,9410,8970,87468,803150490,6.68163E+11,72705495
138490,코오롱플라스틱,KOSPI,,8110,-60,-0.73,8130,8300,8100,59837,490069340,3.0818E+11,38000000
21240,코웨이,KOSPI,,40800,-100,-0.24,41300,41350,40350,205964,8408516500,3.01102E+12,73799619
33290,코웰패션,KOSDAQ,우량기업부,4810,-330,-6.42,5150,5170,4795,1079060,5304971455,4.25686E+11,88500234
56360,코위버,KOSDAQ,우량기업부,6310,130,2.1,6190,6680,6110,180330,1158675450,61817808000,9796800
282880,코윈테크,KOSDAQ,우량기업부,34550,850,2.52,33700,34550,33000,145262,4948546150,3.46665E+11,10033718
121850,코이즈,KOSDAQ,벤처기업부,2045,-65,-3.08,2110,2160,2025,338360,699670180,62605987875,30614175
15710,코콤,KOSDAQ,중견기업부,4345,-165,-3.66,4470,4535,4340,95838,422512300,76170022500,17530500
52330,코텍,KOSDAQ,벤처기업부,7790,-260,-3.23,7990,8040,7760,57264,449002560,1.21326E+11,15574552
322780,코퍼스코리아,KOSDAQ,중견기업부,2520,-35,-1.37,2590,2630,2500,250446,637087945,95590184760,37932613
36420,콘텐트리중앙,KOSPI,,16990,-1160,-6.39,19300,19300,16990,602500,10944640090,3.27267E+11,19262308
200130,콜마비앤에이치,KOSDAQ GLOBAL,우량기업부,17460,-470,-2.62,18110,18180,17370,113368,1996029950,5.15831E+11,29543558
31820,콤텍시스템,KOSPI,,780,-14,-1.76,792,805,775,722960,565746478,94420143480,121051466
294570,쿠콘,KOSDAQ,벤처기업부,24650,-350,-1.4,25250,25450,24550,34105,849608400,2.52778E+11,10254685
192400,쿠쿠홀딩스,KOSPI,,15370,0,0,15370,15490,15310,6871,105906870,5.46591E+11,35562185
284740,쿠쿠홈시스,KOSPI,,22300,-150,-0.67,22550,22800,21750,10776,240485250,5.00352E+11,22437330
317690,퀀타매트릭스,KOSDAQ,기술성장기업부,4930,-830,-14.41,5800,6200,4800,1833816,9861963005,81529436230,16537411
456190,큐라켐,KONEX,일반기업부,17920,0,0,0,0,0,0,0,31436805120,1754286
365270,큐라클,KOSDAQ,기술성장기업부,12540,-330,-2.56,12880,13320,12440,138562,1763166490,1.73746E+11,13855342
348080,큐라티스,KOSDAQ,기술성장기업부,2990,-85,-2.76,3040,3090,2910,737069,2212402525,1.15388E+11,38591180
86460,큐러블,KONEX,일반기업부,6990,0,0,6990,6990,6990,1,6990,20546406000,2939400
60280,큐렉소,KOSDAQ,중견기업부,17950,410,2.34,18020,18100,17530,1852194,32971784340,7.3516E+11,40955990
40350,큐로컴,KOSDAQ,벤처기업부,455,-14,-2.99,462,468,450,114635,52146133,57317929760,125973472
51780,큐로홀딩스,KOSDAQ,중견기업부,391,-1,-0.26,389,400,380,270919,105064319,48649177950,124422450
115180,큐리언트,KOSDAQ,벤처기업부,7900,10,0.13,7820,7950,7620,34842,271036170,98007842400,12406056
182360,큐브엔터,KOSDAQ,중견기업부,21900,-50,-0.23,22200,22450,21500,198573,4362388650,3.02323E+11,13804687
405100,큐알티,KOSDAQ,벤처기업부,11730,-170,-1.43,12000,12040,11720,30232,358597320,1.40621E+11,11988108
66310,큐에스아이,KOSDAQ,벤처기업부,10100,30,0.3,10070,11380,9850,1111656,11870521830,93643372100,9271621
136660,큐엠씨,KONEX,일반기업부,1099,-1,-0.09,1100,1100,1099,1623,1784800,10378736200,9443800
16600,큐캐피탈,KOSDAQ,중견기업부,381,-7,-1.8,387,391,380,371348,142497089,67912149672,178247112
264900,크라운제과,KOSPI,,8290,-10,-0.12,8300,8340,8180,10157,83891080,1.03823E+11,12523850
26490K,크라운제과우,KOSPI,,10390,-30,-0.29,10260,10420,10260,501,5183530,8037288400,773560
5740,크라운해태홀딩스,KOSPI,,5760,-80,-1.37,5850,5880,5720,6279,36222180,85520718720,14847347
5745,크라운해태홀딩스우,KOSPI,,10270,530,5.44,9790,10270,9720,859,8696240,6169456020,600726
259960,크래프톤,KOSPI,,171600,-2900,-1.66,174600,176300,171600,75175,12987639600,8.29905E+12,48362743
96240,크레버스,KOSDAQ,우량기업부,16640,-90,-0.54,16730,16750,16360,41790,688384260,1.92088E+11,11543764
215570,크로넥스,KONEX,일반기업부,1497,-3,-0.2,1500,1600,1400,2399,3513715,7601851329,5078057
114120,크루셜텍,KOSDAQ,관리종목(소속부없음),10850,0,0,0,0,0,0,0,24913021350,2296131
110790,크리스에프앤씨,KOSDAQ,우량기업부,17990,90,0.5,17920,18220,17650,30615,548922780,2.10761E+11,11715480
900250,크리스탈신소재,KOSDAQ,외국기업(소속부없음),2625,-145,-5.23,2730,2805,2610,3913449,10503705140,2.51714E+11,95891039
45520,크린앤사이언스,KOSDAQ,중견기업부,7250,-50,-0.68,7200,7360,7140,11920,86257900,47125000000,6500000
36170,클라우드에어,KOSDAQ,중견기업부,1004,-31,-3,1025,1035,987,252816,254534689,61611088504,61365626
214150,클래시스,KOSDAQ GLOBAL,우량기업부,32450,-300,-0.92,32600,32750,31800,276578,8942088800,2.102E+12,64776702
352770,클리노믹스,KOSDAQ,기술성장기업부,4310,-140,-3.15,4450,4520,4285,124325,544473230,58702807710,13620141
237880,클리오,KOSDAQ,우량기업부,19610,-310,-1.56,20350,20500,19590,192500,3841645420,3.54379E+11,18071353
139670,키네마스터,KOSDAQ,중견기업부,5120,-100,-1.92,5230,5290,5030,38771,199414910,71584824320,13981411
20120,키다리스튜디오,KOSPI,,5640,-210,-3.59,5870,5950,5600,64829,371485730,2.08515E+11,36970766
413600,키움제6호스팩,KOSDAQ,SPAC(소속부없음),2150,0,0,2120,2150,2120,1462,3124095,7374500000,3430000
433530,키움제7호스팩,KOSDAQ,SPAC(소속부없음),2100,-15,-0.71,2115,2130,2095,1201,2537605,8620500000,4105000
446840,키움제8호스팩,KOSDAQ,SPAC(소속부없음),2085,10,0.48,2075,2095,2075,21428,44529960,12259800000,5880000
39490,키움증권,KOSPI,,103200,-900,-0.86,105300,105700,102300,42138,4376364500,2.7066E+12,26226706
54780,키이스트,KOSDAQ,우량기업부,7360,-200,-2.65,7620,7620,7320,57015,422110850,1.43872E+11,19547793
336040,타스컴,KONEX,일반기업부,11900,0,0,11900,11900,11900,2,23800,50028849500,4204105
219130,타이거일렉,KOSDAQ,우량기업부,29500,-900,-2.96,29800,29950,28650,23067,673678700,1.86272E+11,6314290
346010,타이드,KONEX,일반기업부,5300,-70,-1.3,5900,5900,4570,5,26840,25758328600,4860062
318660,타임기술,KONEX,일반기업부,1458,-1,-0.07,0,0,0,0,0,3137763258,2152101
434190,탈로스,KONEX,일반기업부,9790,-200,-2,9990,10000,9790,401,3955830,72146758860,7369434
360070,탑머티리얼,KOSDAQ,벤처기업부,68000,2400,3.66,64000,68000,64000,55215,3651957400,5.42935E+11,7984343
180060,탑선,KONEX,일반기업부,7950,60,0.76,8000,8000,7800,6,47340,74313944700,9347666
65130,탑엔지니어링,KOSDAQ,중견기업부,6230,-530,-7.84,6990,7200,6230,815198,5594501700,99532081110,15976257
134580,탑코미디어,KOSDAQ,중견기업부,4765,-225,-4.51,4855,5030,4740,61307,296894095,1.04953E+11,22025767
14580,태경비케이,KOSPI,,7340,-60,-0.81,7410,7530,7210,403929,2959309550,2.0246E+11,27583100
15890,태경산업,KOSPI,,6710,-20,-0.3,6740,6860,6650,161668,1087891830,1.96125E+11,29228750
6890,태경케미컬,KOSPI,,13740,-400,-2.83,14140,14300,13690,187208,2596805030,1.59384E+11,11600000
23160,태광,KOSDAQ,우량기업부,21200,1200,6,20350,22650,20350,1153361,25026109000,5.618E+11,26500000
3240,태광산업,KOSPI,,604000,-4000,-0.66,608000,610000,600000,553,334644000,6.72494E+11,1113400
11280,태림포장,KOSPI,,2420,-20,-0.82,2440,2445,2380,75610,182032840,1.7135E+11,70805940
323280,태성,KOSDAQ,벤처기업부,2865,-65,-2.22,2955,2985,2830,750802,2168054435,72304663950,25237230
53620,태양,KOSDAQ,우량기업부,7710,-30,-0.39,7700,7740,7690,2980,22972690,66306000000,8600000
52960,태양3C,KONEX,일반기업부,4075,0,0,4075,4075,4075,2,8150,19914842850,4887078
4100,태양금속,KOSPI,,1838,-79,-4.12,1915,1915,1801,585281,1086711365,67454600000,36700000
4105,태양금속우,KOSPI,,3100,-25,-0.8,3130,3130,3060,16701,51983530,10230000000,3300000
116100,태양기계,KONEX,일반기업부,1499,1,0.07,1498,1714,1278,59,86211,9353739014,6239986
9410,태영건설,KOSPI,,3815,-100,-2.55,3915,3950,3810,129104,498884100,1.484E+11,38899098
9415,태영건설우,KOSPI,,5960,120,2.05,5730,6480,5730,22073,136481550,7760766320,1302142
44490,태웅,KOSDAQ,중견기업부,16210,220,1.38,16120,16480,15950,52612,850645820,3.2432E+11,20007381
124560,태웅로직스,KOSDAQ,우량기업부,3805,-125,-3.18,3885,3935,3780,110025,423259750,1.46175E+11,38416584
1420,태원물산,KOSPI,,4850,-140,-2.81,4965,4990,4820,6513,31590710,36860000000,7600000
7980,태평양물산,KOSPI,,2070,83,4.18,1955,2280,1949,15764486,33823844632,1.00677E+11,48636071
191420,테고사이언스,KOSDAQ,벤처기업부,9370,-360,-3.7,9660,9690,9310,9837,93035530,75979774580,8108834
73640,테라사이언스,KOSDAQ,중견기업부,4610,-350,-7.06,4920,5540,4505,17933859,89718128600,4.2234E+11,91613800
66700,테라젠이텍스,KOSDAQ,중견기업부,4200,-60,-1.41,4270,4290,4150,356611,1499208995,1.36393E+11,32474435
95610,테스,KOSDAQ GLOBAL,우량기업부,20500,-350,-1.68,21200,21400,20350,142489,2953249350,4.05249E+11,19768226
55490,테이팩스,KOSPI,,42800,-3350,-7.26,46200,46400,42750,78567,3455368700,2.03627E+11,4757650
308700,테크엔,KONEX,일반기업부,190,-9,-4.52,199,199,190,387,74313,760000000,4000000
64520,테크엘,KOSDAQ,중견기업부,4150,80,1.97,4070,4270,4000,31731,129474805,53174082800,12813032
89030,테크윙,KOSDAQ,우량기업부,7780,-190,-2.38,8150,8150,7740,306368,2411053670,2.90611E+11,37353645
258050,테크트랜스,KONEX,일반기업부,899,50,5.89,900,900,899,666,598735,8738361809,9720091
54450,텔레칩스,KOSDAQ,우량기업부,18240,-410,-2.2,18680,18840,18150,283175,5216978670,2.72406E+11,14934560
91440,텔레필드,KOSDAQ,벤처기업부,2200,-465,-17.45,3100,3300,2090,13334274,38306690125,22523575800,10237989
78000,텔코웨어,KOSPI,,8940,120,1.36,8810,9080,8800,6147,54894300,86742191640,9702706
200230,텔콘RF제약,KOSDAQ,중견기업부,906,-5,-0.55,902,910,895,140420,126476247,1.01365E+11,111881453
214420,토니모리,KOSPI,,4670,-95,-1.99,4770,4830,4625,133138,624869990,1.12336E+11,24054799
393210,토마토시스템,KOSDAQ,기술성장기업부,3610,-50,-1.37,3695,3705,3580,107713,391018105,55437123840,15356544
215480,토박스코리아,KOSDAQ,중견기업부,3985,-70,-1.73,3965,4050,3965,18743,74794565,38315603645,9614957
51360,토비스,KOSDAQ,중견기업부,15100,-430,-2.77,15530,15580,14930,201449,3060895410,2.45633E+11,16267058
45340,토탈소프트,KOSDAQ,벤처기업부,4200,-100,-2.33,4255,4360,4170,27878,119027055,35943768000,8558040
108230,톱텍,KOSDAQ,중견기업부,7000,0,0,7150,7210,6860,74667,520230050,2.66163E+11,38023245
79970,투비소프트,KOSDAQ,벤처기업부,887,32,3.74,856,929,856,804217,721815039,68982530183,77770609
199800,툴젠,KOSDAQ,기술성장기업부,37750,-750,-1.95,38950,38950,37300,13939,529992400,2.98953E+11,7919274
417790,트루엔,KOSDAQ,벤처기업부,10230,-950,-8.5,11180,11250,10210,336056,3560959740,1.12526E+11,10999650
105550,트루윈,KOSDAQ,중견기업부,2310,-55,-2.33,2360,2430,2310,366487,867552665,1.02444E+11,44347846
290090,트윔,KOSDAQ,벤처기업부,13350,-150,-1.11,13400,13440,13250,8575,114270890,98436091500,7373490
26150,특수건설,KOSDAQ,중견기업부,7450,-10,-0.13,7460,7550,7370,71265,531275130,1.3072E+11,17546331
322180,티라유텍,KOSDAQ,벤처기업부,18700,0,0,19100,19430,18200,132142,2499374510,1.02083E+11,5458975
117730,티로보틱스,KOSDAQ,벤처기업부,27600,-400,-1.43,27700,28550,26900,804266,22319729950,4.55286E+11,16495856
33830,티비씨,KOSDAQ,중견기업부,918,-6,-0.65,923,924,912,38821,35614198,91800000000,100000000
57680,티사이언티픽,KOSDAQ,중견기업부,3340,-75,-2.2,3415,3490,3335,221515,750710175,2.18124E+11,65306631
204610,티쓰리,KOSDAQ,벤처기업부,1410,-43,-2.96,1453,1465,1410,404803,578223371,94444225200,66981720
64760,티씨케이,KOSDAQ GLOBAL,우량기업부,96700,100,0.1,97700,98500,95500,19115,1845513800,1.12897E+12,11675000
246710,티앤알바이오팹,KOSDAQ,기술성장기업부,11830,0,0,11840,11960,11580,39138,457396020,2.50789E+11,21199418
340570,티앤엘,KOSDAQ,우량기업부,51100,600,1.19,50300,52000,50300,64659,3317950300,4.15341E+11,8128000
43220,티에스넥스젠,KOSDAQ,중견기업부,663,-17,-2.5,670,697,659,293471,198929031,72134173917,108799659
