Company,items,industry,description
종근당바이오,"의약품,원료의약품 제조",의약품 제조업,"기업개요
동사는 우수한 발효 기술력을 바탕으로 한 양질의 항생제 및 면역억제제 등의 원료의약품을 생산하여, 국내외 유수의 제약회사에 공급하고 있음.
완제의약품을 국내외에서 구입하여 수출 및 국내공급하고 있으며, 국내 제약회사의 완제의약품 등의 무역대리업무 등을 수행하고 있음.
기존 항생제 분야 뿐만 아니라 제2형 당뇨병치료제 및 면역억제제 분야의 매출도 점진적으로 증가되고 있음.
출처 : 에프앤가이드"
DXVX,BAC DNA CHIP,기타 과학기술 서비스업,"기업개요
동사는 2001년 설립되어, 맞춤형 바이오 의약품, 백신, 항암제와 분자진단/면역진단 등에 대한 연구개발 및 제조, 판매를 영위하고 있음. 2015년 코넥스시장에서 코스닥시장으로 이전 상장함.
유전체 분석 및 진단을 통한 마이크로바이옴 기반의 바이오헬스케어 솔루션을 제공하고 있음.
연구개발, 임상, 생산, 자사브랜드, 영업 및 마케팅, 유통으로 이어지는 일체형 사업구조를 구축함.
출처 : 에프앤가이드"
경남제약,PCB 드릴가공,의약품 제조업,"기업개요
동사는 1998년에 설립되어 2001년 11월 코스닥시장에 상장하였고, 2010년 4월 종속회사인 구, 경남제약 주식회사와 합병하여 경남제약 주식회사로 상호를 변경함.
의약품 및 원료의약품의 제조 및 도, 소매업과 건강기능식품 제조 및 판매업 등을 주요한 사업으로 영위.
2023년도 1분기 기준으로 사업부문별총매출액 비율은 의약사업본부 55.2%, H&B사업본부 36.9%, 해외사업팀 5.7%, 기타 2.2%를 차지하고 있음.
출처 : 에프앤가이드"
고려제약,"하벤(종합감기약),뉴로메드(치매치료제)등",의약품 제조업,"기업개요
동사는 의약품제조사업을 영위하고 있으며 주요제품으로는 종합감기약인 하벤 캅셀, 소화기계 용제인 란시드캅셀, 판도나정 등이 있음.
동사의 주력 제품인 뉴로메드를 비롯한 치매 치료제에서의 지속적인 매출 증대 및 시장 확대를 통해 회사의 핵심역량인 CNS 질환에서의 강한 경쟁력을 입증함.
헬스케어 분야에서의 사업 확대를 위해 건강기능식품 브랜드인 NutreaTailor와 온라인쇼핑몰을 새로 오픈함.
출처 : 에프앤가이드"
국전약품,기업 인수 및 합병,의약품 제조업,"기업개요
동사는 1995년 설립되어 2020년 코스닥시장에 상장함. 원료의약품 제조 및 판매를 주요 사업으로 영위하며, 제약회사와 원료의약품회사를 대상으로 공급하고 있음.
핵심 역량인 화학합성 기술을 통해 원료의약품만 아니라 OLED소재, 반도체 소재, 이차전지용 전해질 첨가제, 일반케미컬 합성 등을 제공하며 케미컬 토탈 솔루션 기업으로 성장해가고 있음.
2023년 하반기 준공을 목표로 충북 음성에 전자소재 생산공장을 건설중임.
출처 : 에프앤가이드"
더블유에스아이,기업인수합병,생활용품 도매업,"기업개요
동사는 2016년 3월 설립되었으며, 의약품 및 의료기기 도소매업을 주요 사업으로 영위.
2019년 2월 고해상도 척추내시경카테타의 연구 및 판매를 목적으로 지에스엠티를 완전자회사로 편입하였으며, 의료기기 개발 및 제조 등 신규 사업을 지에스엠티를 통하여 진행 중.
차기년도부터 산부인과 복강경 수출 및 약물 주입용 어시스트 로봇사업을 본격적으로 추진하기 위해 설립 출자를 통한 자회사 이지메디봇을 신설함.
출처 : 에프앤가이드"
동국제약,"인사돌, 복합마데카솔, 파미레이",의약품 제조업,"기업개요
의약품 제조 및 판매 등을 영위할 목적으로 1968년 설립되어 2007년 5월 코스닥시장에 상장됨. 인사돌, 오라메디, 마데카솔 등 일반의약품과 조영제, 항암제 등의 전문의약품을 주력으로 하고 있음.
주력 제품인 잇몸질환치료제 인사돌은 높은 인지도를 바탕으로 고령화, 식습관 변화 등에 따른 복용 연령층이 확대로 안정적으로 성장하고 있음.
수출부문에서 50개국의 네트워크를 바탕으로 전체 매출에서 10% 이상의 수출비중 유지 중임.
출처 : 에프앤가이드"
레고켐바이오,신약후보물질 발굴을 통한 License-Out,자연과학 및 공학 연구개발업,"기업개요
동사는 2006년 설립되어 의약화학을 기반으로 합성신약을 연구하고 개발하는 사업을 주요 사업으로 영위.
신약개발 후보물질을 적정단계까지 개발한 후 이를 글로벌제약사나 국내외 제약회사에 기술이전하거나, ADC 기술 등의 원천기술 판매를 통해 수익을 창출하는 것이 비즈니스 모델임.
기존 항암제 분야 뿐만 아니라 면역항암제나 항생제 등의 영역으로도 확장 연구를 진행함.
출처 : 에프앤가이드"
박셀바이오,"항암면역세포치료제(자연살해세포, 수지상세포, CAR-T 및 인터루킨 기반 항암제)",자연과학 및 공학 연구개발업,"기업개요
동사는 항암면역치료제를 연구ㆍ개발하는 바이오텍 회사임.
효과적인 항암면역치료를 도모하기 위해 하기와 같이 면역시스템에서 최상의 효과를 발휘할 수 있는 대표적인 구성 요소로 파이프라인을 구성함.
Vax-NK 항암면역치료 플랫폼과 Vax-DC 항암면역치료 플랫폼, CAR-T 치료제와 CAR-NK 치료제인 Vax-CAR 항암면역치료제 플랫폼 등 다양한 면역세포를 활용한 항암면역치료 플랫폼을 보유.
출처 : 에프앤가이드"
비보존 제약,완제의약품제조,의약품 제조업,"기업개요
동사는 반도체 기술을 바탕으로 LED광원을 이용한 광원과 조명용 Module Set를 개발, 생산하여 판매를 하는 사업체임.
동사는 사업영역 확장으로 인하여 신약개발, 의약품의 제조ㆍ판매, 화장품의 제조ㆍ판매, 전자제품ㆍ전자부품의 제조ㆍ도소매업을 영위하고 있음.
매출구성은 완제의약품 약 95.12%, Module&기타 약 3.06%, 화장품, 화장품 원료 약 1.81% 등으로 구성되어 있음.
출처 : 에프앤가이드"
비씨월드제약,"마취통증약, 순환계약, 항생제, 기타처방약",의약품 제조업,"기업개요
1980년 3월 극동제약 주식회사로 설립되어 2007년 1월 사명을 변경하였으며, 의약품의 제조 및 판매를 주요사업으로 영위.
국내 유수의 제약기업에 당사 제품을 납품, 아시아 등 여러나라에 전문의약품을 수출.
직접판매용 신제품 및 CMO 사업을 확장해가고 있으며, 동사가 가진 R&D 제제기술력을 바탕으로 국내 대형제약회사에 기술 이전 및 해외 주요 기업에 기술 수출을 추진.
출처 : 에프앤가이드"
비피도,프로바이오틱스 관련 완제품 및 균주 원말 등,기타 식품 제조업,"기업개요
동사는 1999년 설립 후, 2018년 마이크로바이옴 기업 1호로 코스닥시장에 상장함.
2002년 건강기능식품법이 제정된 이후 건강기능식품으로서 비피도 박테리움균을 비롯한 다양한 프로바이오틱스 균주 원말 및 이를 함유한 건강기능식품을 제조ㆍ판매하고 있음.
건강기능식품은 누구나 사용할 수 있는 고시된 원료와 개별적으로 식품의약품안전처의 심사를 거쳐 인정받은 영업자만이 사용할 수 있는 개별인정원료로 구분됨.
출처 : 에프앤가이드"
샤페론,합성신약 및 항체치료제신약 기술제품 및 기술이전,기초 의약물질 및 생물학적 제제 제조업,"기업개요
동사는 신약 후보물질을 개발하는 연구개발 전문기업으로, 신약 후보물질을 비임상이나 임상단계에서 기술이전하는 사업을 영위하고 있음.
세계 최초로 개발한 GPCR19-P2X7-NLRP3 염증복합체 억제제 플랫폼 및 기존 항체 치료의 미충족 수요를 충족시킬 수 있는 나노바디 항체 개발 플랫폼을 보유함.
국가신약개발재단으로부터 COVID-19 폐렴 치료제에 대한 임상 개발비를 지원 받아 다국적 2b/3상 임상을 수행하고 있음.
출처 : 에프앤가이드"
세운메디칼,"의료용구(체액배출기,도뇨관) 제조,도매,수출입",의료용품 및 기타 의약 관련제품 제조업,"기업개요
동사는 의료용 흡인기, 도뇨용, 위장용, 배액용 및 의약품 주입용 카테터, 튜브 등의 다양한 소모성 의료기기를 제조, 수입하여 판매하는 의료기기 전문 회사임.
주력 제품인 의료용 흡인기는 부분 미국에서 수입된 제품이 주로 사용되고 있었으나 현재는 동사가 제조하는 제품으로 대체되어 국내시장에서 높은 점유율을 차지하고 있음.
사업다각화의 일환으로 혈관접속용기구 등의 다채로운 신제품을 개발하여 수출 확대에도 힘쓰고 있음.
출처 : 에프앤가이드"
신라젠,펙사벡(바이러스 항암면역치료제),자연과학 및 공학 연구개발업,"기업개요
동사는 2006년 설립되어, 2016년에 코스닥에 상장한 항암 바이러스 기반 면역항암치료제 연구 개발 기업임.
동사의 핵심 플랫폼 기술은 펙사벡으로, 유전자를 재조합하여 만든 백시니아 바이러스로 암세포를 선택적으로 사멸시키고, 면역세포가 암세포를 공격할 수 있도록 설계됨.
동사는 펙사벡 생산 CMO인 ABL Europe과 JX-970의 임상시험용 약물 제조를 위한 협약을 체결하였고, 독성 시험, 효능 시험 등 전임상시험을 진행함.
출처 : 에프앤가이드"
신테카바이오,유전체 빅데이터 기반의 AI신약개발 및 정밀의료서비스,소프트웨어 개발 및 공급업,"기업개요
2009년 9월에 설립된 바이오 벤처회사로 자체적으로 보유한 바이오 빅데이터 처리 기술과 인공지능(Artificial Intelligence, AI) 및 슈퍼컴퓨팅 기술을 통해 AI 신약개발 회사로서의 사업을 영위.
동사의 주요 서비스는 고객을 대상으로 직접 서비스할 수 있는 플랫폼 기술인 AI 신약 플랫폼 서비스와 유전체 빅데이터 플랫폼 보유함.
플랫폼 유지보수 및 업데이트를 담당하는 개발팀을 운영.
출처 : 에프앤가이드"
알피바이오,연질캡슐 제형의 의약품 및 건강기능식품,의약품 제조업,"기업개요
동사는 의약품, 건강기능식품을 연질캡슐 외 다양한 제형으로 생산, 제조하여 OEM 또는 ODM방식으로 판매하는 사업을 영위하고 있음.
연질캡슐 생산업체 중 국내 최초로 KGMP 적격시설로 인정받았으며, 일반의약품 연질캡슐 시장의 70% 이상을 점유하고 있음.
건강기능식품의 경우 다양한 종류의 오메가3 제품을 주로생산하고 있으며, 연질 캡슐,경질캡슐, 젤리스틱, 분말스틱 등 다양한 제품을 공급하고 있음.
출처 : 에프앤가이드"
애니젠,펩타이드 바이오소재 및 아미노산 펩타이드 신약,기초 의약물질 및 생물학적 제제 제조업,"기업개요
광주광역시에 본사를 두고 있는 동사는 2000년 설립되어 펩타이드 기반 신약을 개발하는 기업이며, 2016년 기술특례로 코스닥시장에 상장함.
보유한 독자적 펩타이드 합성기술을 기반으로 의학용, 연구용, 화장품용 펩타이드를 생산하고 있으며, 국제 제약기업, 벤처기업 등에 공급하는 CMO 사업을 영위함.
펩타이드 원료의약품 합성에서 펩타이드 기반 항암, 항당뇨 및 진통 등의 글로벌 혁신 신약 개발로 사업 영역을 확장하고 있음.
출처 : 에프앤가이드"
얼라인드,"자동세포카운팅시스템, 생체조직투명화시스템, 디지털세포이미징시스템",사진장비 및 광학기기 제조업,"기업개요
동사는 생명과학 연구 및 진단분야의 첨단 장비와 시약을 개발, 생산하여 전 세계에 판매하는 기술벤처 기업임.
주요 제품은 자동 세포 카운팅 시스템, 생체조직 투명화 및 이미징 시스템, 디지털 세포 이미징 시스템 등이 있음.
동사가 영위하고 있는 생명과학 연구 및 진단분야의 첨단 제품은 바이오, 광학, 전기, 전자, 소프트웨어 등의 기술이 총망라된 융복합기술을 기반으로 하고 있음.
출처 : 에프앤가이드"
에이비엘바이오,항체의약품 연구개발,기초 의약물질 및 생물학적 제제 제조업,"기업개요
동사는 2016년 2월 16일에 설립되었으며, 2018년 12월 19일에 코스닥시장에 상장되었음.
현재 기반 기술인 이중항체 플랫폼 'Grabody™'를 바탕으로 연구개발하는 다양한 파이프라인의 기술이전을 통해 중장기 성장이 가능한 사업모델을 추구하고 있음.
나아가 이중항체 기반 기술, 면역관문 조절 및 항암 관련 기술, 퇴행성뇌질환 치료제 개발 기술을 기반으로 기술이전 실적을 확보 중임.
출처 : 에프앤가이드"
엔케이맥스,"연구용 시약, NK Vue KIT, SuperNK",기초 의약물질 및 생물학적 제제 제조업,"기업개요
2002년 1월 14일 실험용시약 제조 및 연구개발을 목적으로 설립, 2015년 10월 23일 코스닥에 상장함.
2019년 엔케이맥스를 흡수합병하고 면역세포치료제 개발사업을 확보하여 면역진단부터 면역치료까지 NK세포 중심의 통합 솔루션을 제공하려는 목적을 가지고 있음.
세계 최초로 전혈에서의 NK세포활성도를 측정할 수 있는 면역력 측정 키트를 개발하였으며 2,000개의 이상의 의료기관에서 건강 검진과 환자 진단에 사용되고 있음.
출처 : 에프앤가이드"
우진비앤지,"슈퍼티아, 안티펜SM",의약품 제조업,"기업개요
동사는 동물용 의약품 제조 및 판매 등을 영위할 목적으로 1985년 12월 17일에 과학축산을 설립하였으며 2008년 5월 20일에 코스닥시장에 상장함.
동물약품 및 미생물제제(동물약품, 인체 원료의약, 미생물 농자재) 등을 제조, 판매하는 사업을 영위하고 있음.
동사는 1980년대부터 친환경제품을 생산하기 위한 기술개발을 꾸준히 진행하여 왔으며 친환경 대체의약품과 면역 증강제 및 미생물첨가제 등 바이오제품을 연구개발 중임.
출처 : 에프앤가이드"
원텍,기업 인수 및 합병,의료용 기기 제조업,"기업개요
레이저 의료기기는 전통적인 주력 제품군이며 주요 제품으로는 고출력 피코초 엔디야그 레이저 수술기로 Picocare가 있음.
고주파 의료기기 주요 제품으로는 Monopolar RF 방식의 Oligio(올리지오), 고강도 집속형 초음파 의료기기는 Tightan이 있음.
RF(고주파) 대표 제품인 Oligio(올리지오)는 세계 두 번째, 국내 최초로 개발한 제품임.
출처 : 에프앤가이드"
인바디,정밀 체성분 분석기,의료용 기기 제조업,"기업개요
동사는 1996년 전자의료기기 및 생체신호 측정장치의 제조 및 판매를 목적으로 설립되어 체성분분석기를 주요제품으로 개발·생산·판매하고 있음.
인바디검사 결과를 인용한 학회 논문 누적 편수는 2,000여 편에 달하며 기술력을 인정받고 있음.
2016년 12월에는 네덜란드법인 설립절차를 진행하였으며, 2017년 1월에 지분투자를 완료하여 본격적으로 유럽 시장을 공략 중임.
출처 : 에프앤가이드"
제넥신,항체융합단백질 치료제 및 유전자치료 백신개발,자연과학 및 공학 연구개발업,"기업개요
동사는 1999년 설립된 신약 연구개발 기업으로, 항체융합단백질 제조 및 유전자 치료백신 제조 원천기술을 국내 제약사에 이전하는 사업을 영위하고 있음.
2009년 9월 코스닥시장에 상장되어 주식거래가 개시되었으며, 연결대상 종속법인으로 CDMO 서비스 기업인 에스엘포젠을 보유하고 있음.
동사는 Hybrid Fc 플랫폼 기술을 보유하고 이를 기반으로 항암면역 치료제, 차세대 단백질 신약, 신규 DNA백신 신약 연구개발중임.
출처 : 에프앤가이드"
케어랩스,"헬스케어 미디어플랫폼, 헬스케어 디지털마케팅, 헬스케어 솔루션",광고업,"기업개요
동사는 국내 1위의 헬스케어 플랫폼 기업으로 2018년 3월 코스닥시장에 상장함. 옐로모바일의 자회사인 옐로오투오 산하의 헬스케어 주요 사업부들이 통합되어 설립됨.
주요 서비스는 굿닥, 바비톡 등 모바일 헬스케어 및 뷰티케어 플랫폼임.
플랫폼을 중심으로 온라인 및 모바일 광고 서비스인 디지털마케팅 및 의료기관용 CRM소프트웨어 사업을 영위하는 헬스케어솔루션 사업부문이 유기적으로 협업 중.
출처 : 에프앤가이드"
케어젠,"성장인자, 바이오미메틱펩타이드 기반 안면, 두피, 바디 코스메슈티컬 제품",기초 의약물질 및 생물학적 제제 제조업,"기업개요
동사는 2001년 설립된 기업으로, 2015년 코스닥 시장에 상장함. 펩타이드에 대한 연구와 기술을 바탕으로 화장품과 의료기기 제품을 생산, 판매하고 있음.
펩타이드는 건강기능식품, 의약품으로의 개발도 가능하며 식품은 제품화 단계, 의약품은 시제품 단계까지 연구가 진행됨.
최근 세계적 화학적 기업 BASF와 4종의 특허 펩타이드 원료에 대한 독점공급계약을 체결, 21년 2분기부터 공급을 개시하는 등 글로벌 시장에서 효능 입증받음.
출처 : 에프앤가이드"
코렌텍,"인공고관절, 인공슬관절 등",의료용 기기 제조업,"기업개요
국내 최초 인공관절 전문 제조기업으로 2000년 설립한 이래 인공관절의 개발, 제조 및 판매를 주 사업으로 영위하고 있음.
주요 제품은 인공고관절 및 인공슬관절이며, 척추고정기기, 견관절, 족관절의 연구 개발 및 솔루션을 지속적으로 제공.
인공관절 분야는 인공 장기류 중에서 우리나라에서 산업화하여 육성 가능하고, 차세대 주력 바이오 산업으로 성장 가능한 분야임.
출처 : 에프앤가이드"
코스맥스엔비티,건강기능식품,기타 식품 제조업,"기업개요
2002년 1월 설립되었으며 기능성 원료 및 성분을 연구하는 연구개발 사업, 건강기능식품 및 건강지향식품을 생산하는 제조업, 건강기능식품을 판매하는 유통사업을 주요사업으로 하는 건강기능식품 전문 기업.
과자 타입의 Extruder, 어린이 및 노년층 섭취가 용이한 츄어블 연질캅셀, 쿠키앤크림 맛의 맛있는 다이어트식 분말 제품 등의 제형을 개발.
2017년 구미제형을 생산할 수 있는 제조라인을 구축하고 국내외 거래처에 제품을 공급.
출처 : 에프앤가이드"
코오롱생명과학,"항균제, 수처리제, 원료의약 등",기초 의약물질 및 생물학적 제제 제조업,"기업개요
동사는 원료의약, 의약중간체, 항균제, 화학소재, 수처리제 등의 생산/판매 및 바이오신약 연구개발 등을 영위할 목적으로 2000년 4월 21일에 설립.
Chemical사업과 Bio사업 영위하며 바이오사업은 신경병증성 통증 치료제 및 항암제 등에 대한 연구개발에 역량을 집중하고 있음.
동사는 골관절염치료제, 신경병증성 통증 치료제, 항암제및 백신 플랫폼 파이프라인을 보유 및 지속적으로 연구개발에 매진하고 있음.
출처 : 에프앤가이드"
파마리서치,재생의약품,의료용품 및 기타 의약 관련제품 제조업,"기업개요
2001년 3월 설립되어 의약품, 의료기기, 화장품 등 재생제품을 생산, 판매하는 재생바이오 전문 제약회사.
인체 고유의 재생 매커니즘을 활성화 및 촉진시키는 물질인 PDRN, PN의 제조기술을 확보하였으며, 국내 공장 설립으로 원재료 조달부터 완제품 제조까지 국산화에 성공.
PDRN 및 PN 제조 원천기술을 바탕으로 관절강주사인 콘쥬란 개발, 기능성 화장품 출시, 건강기능식품 등 해당 물질의 적용 범위를 확장.
출처 : 에프앤가이드"
하이로닉,피부미용 의료기기,의료용 기기 제조업,"기업개요
동사는 2007년 설립되어 의료기기의 제조와 판매 및 수출을 주요 사업으로 수행하고 있음.
동사의 주요 제품군은 고강도집속초음파(HIFU)의 원리를 적용한 제품들로써, DOUBLO 시리즈와 ULTRA VERA 및 V-RO와 같은 제품들이 이러한 집속초음파 이용 제품군에 속함.
동사는 종속회사인 하이로닉코리아를 통해 병의원에, 아띠베뷰티를 통해 일반 소비자에게 제품을 판매하고 있음.
출처 : 에프앤가이드"
한국유니온제약,"항생제, 순환기계, 근골격계, 소화기계류 완제의약품",의약품 제조업,"기업개요
동사는 전문의약품을 제조하며 고형제, 액상주사제, 세파분말주사제의 GMP 제형을 갖추었으며 항생제, 근골격계, 소화기계류 품목 등이 주력 제품임.
완제의약품을 수출하고 있으며, 타사와 달리 다양한 규격의 앰플주사제와 세파분말주사제 설비시설을 별도로 갖추고 있어 주사제 품목에서 경쟁우위 보유함.
세분화된 GMP 시설을 통해 고부가가치를 창출하기 위한 수단으로 개량신약, 신규 제형 개발 및 새로운 조성복합제 개발 등에 집중 투자함.
출처 : 에프앤가이드"
대웅제약,"양약,의료기기 제조/화장품,의약부의품 도소매/부동산 임대",의약품 제조업,"기업개요
동사는 2002년 10월 주식회사 대웅이 사업부문을 인적 분할하여 설립되었으며, 종속회사는 의약품 제조 및 판매업을 영위하는 주요종속회사인 한올바이오파마를 포함한 총 13개 회사로 구성.
의약품 제조 및 판매를 영위하고 있으며, 주요제품은 우루사, 알비스, 올메텍, 임팩타민, 넥시움 등 다양한 용도의 의약품으로 구성됨.
영업사원에 대한 디테일 능력향상, 제품차별화 포인트, 선진 마케팅기법 교육 등을 통해 판매를 강화하고 있음.
출처 : 에프앤가이드"
동화약품,"의약품 제조,판매,수출입",의약품 제조업,"기업개요
동사는 의약품,원료의약품,의약외품,의료용구의 제조 및 매매 및 건강기능식품, 건강식품 제조 및 매매를 영위하고 있음.
까스활명수큐를 중심으로 광범위한 고정 수요자를 확보하여 액체 소화제의 선두를 유지하고 있으며 후시딘연고, 판콜, 잇치 등 일반대중에게 인지도가 높은 주력제품이 양호한 시장지위를 유지 중임.
2020년 9월 24일 의료기기 사업을 영위하는 메디쎄이를 종속회사로 편입하여 신규 영업부문으로 관리하고 있음.
출처 : 에프앤가이드"
셀트리온,"램시마, 트룩시마, 허쥬마",기초 의약물질 및 생물학적 제제 제조업,"기업개요
동사는 생명공학기술 및 동물세포대량배양기술을 기반으로 항암제 등 각종 단백질 치료제(therapeutic proteins)를 개발, 생산하는 것을 목적사업으로 하고 있음.
아시아 최대인 140,000L 규모의 동물세포배양 단백질의약품 생산설비를 보유하고 있으며 향후 개발 일정과 수요 등을 고려하여 3공장 신설 예정.
세계 최초 개발한 자가면역질환 치료용 바이오시밀러 ‘램시마’는 2016년 미국 FDA로 부터 판매 승인 받음.
출처 : 에프앤가이드"
이연제약,"항생제,순환기제",의약품 제조업,"기업개요
동사는 1964년 설립 이후 전문의약품과 원료의약품의 제조 및 판매를 주요 영업으로 하고 있음.
동사는 오리지널 진단제의약품, 제네릭 전문의약품, 특화된 원료의약품을 통해 지속적인 성장을 하고 있으며, 각 부문의 차별화된 Marketing을 통해 우수한 수익성을 기록하고 있음.
동사는 제품력에 대한 인지도 제고, 영업인력의 생산성 증가, 진입장벽이 높은 고부가가치 원료의약품 생산을 통해 우수한 수익성이 지속될 것으로 판단됨.
출처 : 에프앤가이드"
HK이노엔,"전문의약품, 숙취해소음료",의약품 제조업,"기업개요
동사는 전문의약품과 숙취해소제, 건강기능식품 및 더마코스메틱의 제조 및 판매를 주 영업으로 함.
전문의약품부문의 주요제품은 국내 30호 신약 케이캡을 필두로 로바젯, 아킨지오 등이 있으며, HB&B사업부문의 주요제품은 컨디션, 헛개수, 비원츠 등이 있음.
연구개발 분야에서는 암, 간질환, 자가면역질환 분야의 혁신적인 의약품 파이프라인을 지속 확보하며 포스트 '케이캡' 발굴에 집중.
출처 : 에프앤가이드"
JW신약,"매니큐어세트, 손톱깎이",의약품 제조업,"기업개요
동사는 의약품을 제조, 판매를 주요 사업영역으로 함. 주요 의약품으로는 항진균제, 비뇨기과용제 등이 있음.
동사의 계열회사는 총 17개사이며, 주요계열회사로는 지주회사인 JW홀딩스(유가증권시장 상장법인), 그 자회사인 JW중외제약(유가증권시장 상장법인) 등이 있음.
종속회사인 JW크레아젠은 의약품 제조 및 판매함. JW크레아젠은 현재 수지상세포를 이용한 면역세포치료제를 연구개발하고 있음.
출처 : 에프앤가이드"
경동제약,"듀오로반정, 발디핀정, 아트로반정 등",의약품 제조업,"기업개요
동사의 사업부문은 제약부문과 임대부문, 기타부문으로 구성되어 있음.
국내 매출은 병의원 및 제약회사로의 직접 판매 또는 의약품 도매상을 통한 판매가 이루어지고 있으며 국외 매출은 의약품종합상사를 통해 판매가 이루어지고 있음.
제약부문은 제품과 상품, 기타(원료 등)로 구성되어 있으며 아트로반정을 주요제품으로 하는 제품매출이 약 47%, 듀오로반정을 주요상품으로 하는 상품매출이 약 46% 차지함.
출처 : 에프앤가이드"
대성미생물,"동물용 의약품, 미생물제재",의약품 제조업,"기업개요
동사는 1968년 5월에 설립하여 동물용의약품 생산 등을 주요 사업으로 영위하고 있으며, 2000년 3월 코스닥시장에 상장함.
동사는 지난 50여년간 양질의 동물용의약품만을 생산해오며 대한민국 축산업 발전에 공헌해 온 동물용의약품 전문기업임.
국내에서는 200여개 대리점을 통한 직접판매와 조달청을 통해 공급계약을 수주하여 전국 관공서에 예방백신을 납품하고 있으며, 수출은 파키스탄, 베트남, 러시아 등 총 6개국에 판매 하고 있음.
출처 : 에프앤가이드"
디알젬,"진단용 엑스선 촬영장치 및 부분품, X-ray 제너레이터 외",의료용 기기 제조업,"기업개요
동사는 엑스선 촬영장치 완제품에 들어가는 핵심 부품인 S/W, 제너레이터, 튜브, 기구부, 소프트웨어 등의 개발, 제조업체임.
기존 진단용 아날로그 엑스선 촬영장치와 더불어 진단용 디지털 엑스선 촬영장치, 아날로그 방식을 디지털 방식으로 업그레이드 해 주는 영상시스템 세가지 방식의 완제품을 제조하여 판매 중임.
주요 핵심 부품을 직접 설계 및 제조(OBL, OEM 포함)해 가격, 품질 등에서 경쟁우위를 점함.
출처 : 에프앤가이드"
디알텍,"X-ray Detector, X-ray System",의료용 기기 제조업,"기업개요
2000년 3월 29일에 설립하였으며, 직접방식과 간접방식 디텍터를 모두 개발 및 제조하여 판매할 수 있는 업계 선도기업임.
디텍터 사업과 병행하여 시스템 사업을 본격화하고 있으며, 해외 매출비중은 약 80%로 글로벌 마켓 중심 경영을 하고 있음.
세계 최초로 디지털 맘모 업그레이드 솔루션 '로즈엠'을 출시하여 시장영향력을 확대 중이고, 직접방식 디텍터 위주로 사업을 진행하며 미국 동물용시장에서 1위를 유지하고 있음.
출처 : 에프앤가이드"
디엔에이링크,"유전체분석(EGIS), 개인유전체분석(DNAGPS)",자연과학 및 공학 연구개발업,"기업개요
동사는 2000년에 설립되어 바이오산업 분야에서 유전체 분석을 통한 유전자 정보의 제공과 유전자 정보를 이용한 질병유전자의 발굴 및 상업화를 사업으로 영위하고 있음.
주요 서비스 분야로는 유전체 분석, 개인 유전체 분석, 아바타마우스, 바이오뱅크, 개인식별 등이 있음.
연결대상 종속법인으로 생명공학 관련 기자재등을 판매하는 앨엔씨바이오 등 국내외 법인 2개사를 보유함.
출처 : 에프앤가이드"
랩지노믹스,체외진단 서비스 및 제품,자연과학 및 공학 연구개발업,"기업개요
동사는 2002년 설립되어 체외진단서비스와 진단제품 개발업을 영위하는 기업임. 코넥스 시장에서 2014년 코스닥 시장으로 이전상장함.
동사는 자체 개발한 BI 플랫폼 기반 암 진단검사 서비스 'CancerSCAN'과 국내 최초 NGS 기반 NIPT 산전 기형아 검사 서비스 'MomGuard' 등을 제공 중임.
연결대상 회사로 벤처창투기업 진앤투자파트너스를 보유함.
출처 : 에프앤가이드"
레이언스,"TFT Detector, CMOS Detector, I/O Sensor",의료용 기기 제조업,"기업개요
X-선 영상획득 장치인 디텍터를 주력으로 하며, 고객 만족을 극대화하기 위해 영상처리 소프트웨어를 동시에 개발, 생산, 판매하는 X-ray Imaging Solution 전문 기업임.
동사 및 종속회사가 영위하고 있는 사업은 의료용, 덴탈용, 동물용 및 산업용 이미징 솔루션의 제조 · 판매 사업임.
동사는 디지털 X-ray 시스템에서의 핵심 부품인 Detector를 개발하고 직접 제조하고 있음.
출처 : 에프앤가이드"
메드팩토,항암제 신약개발,자연과학 및 공학 연구개발업,"기업개요
동사는 2013년 6월 설립되었으며 전문의약품, 항암제, 면역항암제 등을 개발하고 있음.
난치성 암을 치료하기 위한 항암제를 주력으로 개발하고 있으며, 저분자화합물과 항체치료제 등 다양한 기술이 적용된 형태로 개발 중.
First-in-class 신약후보물질을 개발하고 임상 진행 중. 또한 동사가 개발 중인 파이프라인 중 백토서팁은 임상2상에 진행 중에 있으며 2021년부터 본격적인 기술이전 협의가 진행될 것으로 예상됨.
출처 : 에프앤가이드"
메디톡스,"의약품원료(A형,B형 보툴리늄독소 단백질치료제) 제조,연구,개발",기초 의약물질 및 생물학적 제제 제조업,"기업개요
동사는 중요한 사업으로 클로스트리디움 보툴리눔 A형독소 및 보툴리눔 독소를 이용한 바이오 의약품의 연구·개발 및 제조·판매를 영위하고 있음.
동사는 바이오 벤처회사로는 최초로 생물학적제제 제조시설을 자체적으로 설립 운영하고 있음.
국내 및 해외 지역에서 대리점 및 합작회사를 통한 매출을 진행하고 있으며 국내의 경우 미용 및 치료시장에 메디톡신주?를 판매하고 있음.
출처 : 에프앤가이드"
