Company,items,industry,description
피에스텍,"['적산계기, 전기차충전기, 신재생에너지 발전소 설치']","['측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외']","기업개요
동사는 1957년 설립되어 1990년 코스닥에 상장되었음. 연결대상 종속회사로는 피에스파워 1개사를 가짐.
동사는 전력기기 사업부문과 자동차부품 사업을 영위하고 있으며 자회사가 영위하는 사업은 태양광발전사업과 전력 판매 사업임.
고품질 저비용 제품개발과 판매에 주력하고 있으며, 기존의 단품 위주에서 탈피하여 고부가가치제품으로 사업정책 전환하여 최근의 디지털 산업추세에 적극적으로 대응하고 있는 등 시장을 선도하고 있음.
출처 : 에프앤가이드"
알로이스,['안드로이드 OTT 멀티미디어 디바이스'],['통신 및 방송 장비 제조업'],"기업개요
동사는 안드로이드 OTT 셋톱박스 전문기업으로 축적된 기술 및 판매 채널을 바탕으로 OTT Middleware client solution이 탑재된 제품을 세계 시장에 수출함.
해외 단일화된 유통망을 구축하여 지역별 거래처를 통해 제품을 판매하고 있음.
동사의 Hybrid 제품의 수요 또한 OTT 만큼의 증가세를 보이는 상황이며, 한국 업체 중 중동/아프리카 Open market 거래 업체는 동사가 유일한 상황.
출처 : 에프앤가이드"
삼진,['리모컨'],['통신 및 방송 장비 제조업'],"기업개요
동사는 전기 및 전자기기, 동부품제조 판매업 등을 영위할 목적으로 1976년 7월 15일에 설립되었으며 1997년 7월 14일 코스닥시장에 상장함.
TV에 사용되는 REMOCON 및 IoT 등을 ODM또는 OEM 방식으로 생산하여 삼성전자 등에 납품하고 있음.
동사의 전방산업인 가전산업은 기존의 가전제품에 컴퓨터, 통신기술이 융합되어 디지털화, 네트워크화된 새로운 제품으로 변화를 계속하며 발전하고 있음.
출처 : 에프앤가이드"
에이디칩스,"['업소용냉동냉장, 반도체칩']",['그외 기타 제품 제조업'],"기업개요
동사는 반도체 설계 및 유통 등을 영위할 목적으로 1996년 설립됨. 당사의 사업영역은 SOC, 냉동냉장, 패션사업으로 구성됨.
동사는 팹리스업체로서 SOC사업은 ASSP판매, ASIC디자인, 반도체 유통, IP 판매에 의한 로열티에서 매출을 발생시키고 있음.
냉동냉장사업은 냉동냉장고를 OEM 형태로 생산 및 판매를 하고 있음. 패션사업은 해외 업체의 제품을 소싱하고 수입하여 판매하고 있음.
출처 : 에프앤가이드"
파인디지털,"['원격 RF 감시장치, 디지털 광 중계기, 노드분배기']",['통신 및 방송 장비 제조업'],"기업개요
동사는 유·무선통신장비 개발 및 판매 등을 영위할 목적으로 1992년 설립되었으며, 1999년 명신정보시스템을 흡수합병하고 상호를 '파인디지털'로 변경함.
주요 사업은 차량용 블랙박스/내비게이션 장치 및 골프거리측정기 개발/판매이며 주요 판매처는 온라인쇼핑몰, 오픈마켓, 대리점 등임.
내비게이션 및 블랙박스 제품의 경우 온라인 쇼핑몰을 통해 B2C 판매에 높은 비중을 두고 있음.
출처 : 에프앤가이드"
성문전자,"['콘덴서용 증착필름,압력분무식 플러스자동도포기 제조,판매']",['전자부품 제조업'],"기업개요
동사는 사업의 성격에 따라 2개의 부문(콘덴서용 금속증착 필름사업, DM 사업)으로 구분되고 있음.
콘덴서용 금속증착 필름 사업 사업부문은 콘덴서용 금속증착필름을 주요 생산 및 판매제품 유형으로 하며 동사와 종속 회사인 청도성문전자유한공사가 이를 영위하고 있음.
동사의 종속회사 성문디엠은 DM(우편 발송), 택배 사업을 영위하는 DM 사업부문을 담당하고 있음.
출처 : 에프앤가이드"
신화콘텍,"['커넥터(정보통신기기용, 디스플레이용, HDD용 등)']","['전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업']","기업개요
2002년 설립한 커넥터 제조업체로서 2006년에 신화콘텍으로 상호를 변경하였고, 2014년에 베트남에 법인을 설립하였음.
업종은 전자부품 제조 및 판매업을 주 사업목적으로 하고 있으며, 이외에도 상품유통 및 재생웨이퍼사업을 함께 영위함.
특히 모바일용 커넥터는 국내 우주일렉트로닉스, 제이엔티스, 해외 진출기업인 히로세코리아, 한국몰렉스가 경쟁 중임. 주요 고객은 삼성전자와 LG전자, Seagate 등이 있음.
출처 : 에프앤가이드"
앤씨앤,['차량용 블랙박스 / 영상처리용 시스템반도체'],['반도체 제조업'],"기업개요
동사는 1997년 5월에 설립되어, 영상보안시장향 멀티미디어 반도체 제품의 제조 및 판매를 주 사업으로 영위하며 이 밖에 자동차용 운행영상기록장치(블랙박스) 사업을 영위함.
2019년 Automotive 사업부분을 물적분할하여 넥스트칩 설립 및 자회사 앤커넥스 흡수합병 및 분할 존속회사 앤씨앤을 출범함.
매출은 차량용블랙박스 93.59%, 영상처리칩 6.41%의 비중으로 구성되어 있음.
출처 : 에프앤가이드"
웰킵스하이텍,"['DRIVER-IC,DDI Package,트랜스포머,코일']",['반도체 제조업'],"기업개요
동사는 1974년 설립, 2001년 코스닥에 상장한 IT 부품 설계/제조 전문기업으로서 Driver IC 반도체 설계, DDI 패키징, 전기자동차 부품, 자동차용 무선충전 및 전장부품 사업 등을 전개하고 있음.
문등크로바전자유한공사, 산동크로바전자유한공사 등 3개 회사를 연결대상종속회사로 두고 있음.
DB글로벌칩, LX세미콘, BOE, 현대모비스, LG이노텍, 한솔테크닉스, MOLEX, 폭스바겐 등이 주요 거래처임.
출처 : 에프앤가이드"
경인전자,"['스위치,리모콘,배선기구,섬머스타트,게임기,전자부품 제조,판매']",['전자부품 제조업'],"기업개요
동사는 전자부품 제조업체로서 SWITCH, REMOCON, THERMOSTAT 제조사업을 영위하고 있으며, 2009년 이후 자동차용 부품 사업을 추진하고 있음.
글로벌 고객사 다변화 영업 정책을 진행 결과 지난 2020년부터 신규 해외 리모컨시장에 진출하였음.
동사는 Tuya의 통신 모듈을 국내 제조사에 공급, 고퀄의 독자적 사물인터넷 기술을 적용해 출시될 수 있도록 기술지원을 제공.
출처 : 에프앤가이드"
